Epoch,Loss,Gradient,Gradient_Variance
1,1.8681637555318864,0.66516936,
2,1.8415640010750036,0.71650416,
3,1.8113922436716732,0.7650258,
4,1.7779302873374667,0.80890024,
5,1.7408998314223467,0.8486572,
6,1.701999407617898,0.8799638,
7,1.6618341784083774,0.9022556,
8,1.6195540547694558,0.91830724,
9,1.5778416840856038,0.92537016,
10,1.5362758668981507,0.9243206,
11,1.4957290396795693,0.915516,
12,1.4555856396776496,0.9063461,
13,1.4173386444947524,0.8881734,
14,1.3818846090724086,0.8574374,
15,1.3482944488481365,0.8279844,
16,1.3159409081539215,0.79809546,
17,1.2878439706626503,0.77063,
18,1.2601257758194218,0.729442,
19,1.2359514595400825,0.695389,
20,1.2131698192573082,0.6599949,
21,1.192843140066649,0.6747625,
22,1.1742442125716757,0.63433164,
23,1.1575008750043956,0.56823975,
24,1.142803995634803,0.53177685,
25,1.1285690733158635,0.50095075,
26,1.116857347296595,0.48449516,
27,1.1057146048453317,0.459671,
28,1.095636284439793,0.4832873,
29,1.0869407985765125,0.43737808,
30,1.078888328240152,0.40853262,
,,,0.11744182
