Epoch,Loss,Gradient,Gradient_Variance
1,1.1615077468041952,0.80155253,
2,1.1603751292928035,0.80040234,
3,1.1592440209494954,0.7992475,
4,1.1581147353943526,0.7980887,
5,1.1569869967913717,0.7969251,
6,1.1558613592508105,0.795758,
7,1.1547374106663086,0.7945865,
8,1.1536152986986679,0.79341096,
9,1.1524949798598743,0.7922311,
10,1.1513765764475534,0.7910471,
11,1.1502603275907555,0.78985983,
12,1.149145850446564,0.7886681,
13,1.1480334644330112,0.78747284,
14,1.1469230815251532,0.78627366,
15,1.1458147044738147,0.7850706,
16,1.144708626583259,0.7838643,
17,1.1436044552196774,0.78265387,
18,1.1425024771603722,0.78144,
19,1.141402637429486,0.78022254,
20,1.1403051711953318,0.77900195,
21,1.1392097896872562,0.7777776,
22,1.1381166961928761,0.77655005,
23,1.1370260124300433,0.77531934,
24,1.1359374315158453,0.774085,
25,1.1348512687129133,0.7728475,
26,1.133767381025092,0.77160686,
27,1.1326860057055892,0.77036333,
28,1.1316069449707933,0.7691167,
29,1.130530180815373,0.7678666,
30,1.1294559426028974,0.7666138,
,,,0.00010887374
