Epoch,Loss,Gradient,Gradient_Variance
1,1.8353663989457876,0.8165821,
2,2.073386475619679,0.88697624,
3,1.5912430397204256,0.75432277,
4,1.5893347933846593,0.75675523,
5,2.066650290267618,0.89610434,
6,1.585534432848629,0.7615093,
7,1.5836123146444843,0.76386595,
8,2.05987284998484,0.9049704,
9,1.8186827502690712,0.83818346,
10,1.8165483281134762,0.8407949,
11,1.8143966272851237,0.8433943,
12,1.8122277904100343,0.8459784,
13,2.048237928430292,0.9194722,
14,1.3318436757512266,0.70860684,
15,1.8056520411344743,0.85361135,
16,1.8034773992350355,0.85606843,
17,2.276206773372919,1.0027833,
18,1.7990666905516206,0.86095166,
19,1.7968061517520137,0.8634014,
20,1.55765483297131,0.7927592,
21,1.7922765177679825,0.86820865,
22,1.7900201161002336,0.8705524,
23,1.7877479396799392,0.8728785,
24,1.3132326117968827,0.72663814,
25,1.7831885865807746,0.8774443,
26,1.7809370915623166,0.87965006,
27,1.5431185423103202,0.806697,
28,2.011720339652701,0.95946115,
29,1.538921422944215,0.8104372,
30,1.7717362162175336,0.88832974,
,,,0.041958235
