Dataset,Qubits,Gradient_Variance
Iris,2,0.00040282495
Iris,4,0.00035378983 
Iris,8,0.0002911152
Iris,12,0.00022180434
Iris,16,0.00015964867
Iris,20,0.00010944392
MNIST,2,0.0001967052
MNIST,4,0.00017121967
MNIST,8,0.00013853976
MNIST,12,5.7423527e-05
MNIST,16,4.2416123e-05
MNIST,20,1.994262e-06
MedMNIST,2,0.09409903
MedMNIST,4,0.07438086
MedMNIST,8,0.061236575
MedMNIST,12,0.060904052
MedMNIST,16,0.041958235
MedMNIST,20,0.039214965
