Epoch,Loss,Gradient,Gradient_Variance
1,1.9342109393829623,0.6328962,
2,1.9327097025690183,0.6366198,
3,2.179179592170446,0.690358,
4,1.9296831707279511,0.64400846,
5,1.680409120279116,0.59700304,
6,1.9266149967271358,0.6513423,
7,1.925068804993,0.65497994,
8,1.6761251899841283,0.6069615,
9,1.9219252582384574,0.6622612,
10,1.6732068663239252,0.613564,
11,1.6717276697010754,0.61685604,
12,1.670242743816349,0.6201234,
13,2.162252166541753,0.72996557,
14,1.9138599653725348,0.680254,
15,2.158669508884339,0.73783976,
16,2.1568298901339875,0.74181855,
17,1.6625300654202022,0.6365392,
18,1.906983075174519,0.69485986,
19,1.413361017035211,0.5878299,
20,1.6576682902685183,0.6464269,
21,1.9017177764266426,0.7056128,
22,1.8999537673809492,0.70913464,
23,1.652786541010446,0.6560159,
24,1.405890638574222,0.6022155,
25,1.6494482199799307,0.66238576,
26,2.137675858266252,0.7808061,
27,2.135693454923736,0.78460425,
28,1.6443683054241842,0.6717931,
29,1.887080915345839,0.7336874,
30,1.6408166173674796,0.67817587,
,,,0.022811206
