Epoch,Loss,Gradient,Gradient_Variance
1,1.5873045997799806,0.83227855,
2,1.5861371856841,0.8334346,
3,1.5849673897929504,0.83458257,
4,1.5837956120375178,0.835723,
5,1.5826229275076396,0.8368568,
6,1.581447853081162,0.8379826,
7,1.580270443487482,0.8391005,
8,1.5790917942033056,0.84021175,
9,1.5779123442758543,0.8413168,
10,1.5767299676597633,0.84241337,
11,1.575545861907357,0.8435027,
12,1.5743599851034131,0.8445849,
13,1.573172162242151,0.8456598,
14,1.5719832460589824,0.84672827,
15,1.570791679655296,0.8477887,
16,1.5695980006829418,0.84884155,
17,1.568403767760396,0.84988874,
18,1.5672060993190142,0.85092694,
19,1.566007348235191,0.8519589,
20,1.5648066003049477,0.8529836,
21,1.5636033841154549,0.85400033,
22,1.5623988341204382,0.8550106,
23,1.5611914872946056,0.85601264,
24,1.5599835427274644,0.857009,
25,1.5587725856315793,0.85799676,
26,1.5575602830201671,0.8589781,
27,1.5563458625558022,0.85995185,
28,1.5551293929339929,0.8609183,
29,1.5539105842213068,0.8618769,
30,1.552690422721043,0.8628291,
,,,8.319366e-05
