Epoch,Loss,Gradient,Gradient_Variance
1,1.936808162408541,0.052587517,
2,1.936753915649822,0.054600865,
3,1.9366970010942812,0.05665322,
4,1.9366364803153813,0.05875355,
5,1.9365718324462167,0.06090269,
6,1.9365037610954134,0.063100524,
7,1.9364313171461536,0.06534657,
8,1.9363548036747122,0.06764019,
9,1.936274152277575,0.06998072,
10,1.9361888009695587,0.072367385,
11,1.9360992298705397,0.07479952,
12,1.9360048758628634,0.07727637,
13,1.9359053052162056,0.07979717,
14,1.9358010221024717,0.08236129,
15,1.9356915858858392,0.084968,
16,1.9355768724463553,0.087616555,
17,1.9354568739625146,0.09030633,
18,1.9353308549982973,0.09303657,
19,1.935199382845029,0.09580659,
20,1.9350620612390144,0.09861573,
21,1.934918805369446,0.10146324,
22,1.9347693970457933,0.10434845,
23,1.9346137756019175,0.107270636,
24,1.9344520416254807,0.11022916,
25,1.9342832445001457,0.113223106,
26,1.9341080911926247,0.11625193,
27,1.9339261268922687,0.119314834,
28,1.9337373409342842,0.1224111,
29,1.93354167988125,0.12554003,
30,1.9333386417108311,0.12870081,
,,,0.0005212914
