Epoch,Loss,Gradient,Gradient_Variance
1,1.680927226538782,0.84899426,
2,1.7679675417893281,0.8779285,
3,1.7654992882533165,0.87996954,
4,1.6737359263002212,0.85481465,
5,1.5821151319013997,0.8294232,
6,1.7580624921104049,0.88590705,
7,1.933744951567599,0.94272554,
8,1.6641951854933557,0.862062,
9,1.6618042637063846,0.8637948,
10,1.570578322147329,0.8377209,
11,1.5682579694558516,0.8392928,
12,1.6546304808260968,0.8687979,
13,1.652252526054649,0.8703926,
14,1.6498608852171546,0.87196374,
15,1.5590088649886218,0.84524274,
16,1.5566710961203052,0.8466687,
17,1.5543399420622563,0.8480598,
18,1.728448926718435,0.90652394,
19,1.5496972587605882,0.8507347,
20,1.4592908890962495,0.8232912,
21,1.544997719431296,0.85332274,
22,1.5426749404542681,0.85455537,
23,1.7160027203199795,0.9138097,
24,1.625778006791609,0.88604987,
25,1.623341156992293,0.8873036,
26,1.7084753775610348,0.91783845,
27,1.7059364816265477,0.91913503,
28,1.7907989194553395,0.9498986,
29,1.7007986452711323,0.92165935,
30,1.5236872354130653,0.863521,
,,,0.0468961
