Epoch,Loss,Gradient,Gradient_Variance
1,1.125259888858282,0.9092973,
2,1.124350915945869,0.9084631,
3,1.1234426942763205,0.9076247,
4,1.122534935158521,0.90678185,
5,1.121627448263094,0.9059339,
6,1.1207205393598743,0.90508157,
7,1.1198140179298448,0.90422416,
8,1.1189080433359873,0.90336215,
9,1.1180023394821068,0.9024948,
10,1.1170971681428241,0.90162283,
11,1.1161924450611498,0.90074587,
12,1.1152880876191558,0.8998638,
13,1.114384024999534,0.8989764,
14,1.1134803689510735,0.89808357,
15,1.1125773104060726,0.89718604,
16,1.1116743724196183,0.89628255,
17,1.1107720041047089,0.8953742,
18,1.1098699984197056,0.8944603,
19,1.1089682858900074,0.893541,
20,1.1080670606089955,0.89261615,
21,1.1071660651860544,0.8916856,
22,1.1062657430929985,0.89075017,
23,1.1053655186745999,0.88980836,
24,1.1044659502844876,0.88886154,
25,1.1035667043217112,0.88790894,
26,1.1026677500549036,0.88695025,
27,1.101769274103335,0.88598615,
28,1.1008709156969794,0.88501567,
29,1.0999732851207213,0.88404,
30,1.0990759294052757,0.88305837,
,,,6.127981e-05
