Epoch,Loss,Gradient,Gradient_Variance
1,1.8163107040504174,0.7692913,
2,1.7893588602306956,0.8085428,
3,1.7593490108530838,0.8449446,
4,1.7258176806214602,0.8779339,
5,1.6895344440046884,0.90540564,
6,1.6511905112898202,0.9252599,
7,1.611081511428595,0.9385646,
8,1.5696650499087215,0.9451249,
9,1.5294905824379816,0.94168067,
10,1.4886093349040914,0.9322463,
11,1.449506939182297,0.9156417,
12,1.4112968211091648,0.8952051,
13,1.3753070981251065,0.86933506,
14,1.3419940231296519,0.83829105,
15,1.3098427567969295,0.80576426,
16,1.2809861169867238,0.78331023,
17,1.2540932718879572,0.73855525,
18,1.2293543045193203,0.6975171,
19,1.20683654365931,0.6727857,
20,1.1867171066511826,0.6469757,
21,1.1682963393096368,0.6362705,
22,1.1518640226223789,0.5616663,
23,1.1369920506666085,0.5447332,
24,1.123639722502926,0.5044125,
25,1.1115986384595191,0.48022696,
26,1.1012633292687684,0.4703777,
27,1.0911395439070402,0.42441306,
28,1.0827391829377284,0.4221491,
29,1.0749366164993952,0.38251767,
30,1.0680403175923454,0.4075156,
,,,0.12897074
