Epoch,Loss,Gradient,Gradient_Variance
1,1.6772227306593237,0.59735453,
2,1.9228736901640509,0.65229124,
3,1.9210478497834775,0.65637434,
4,1.9191998821838234,0.660457,
5,1.9173351791856252,0.66452825,
6,2.1621876725621996,0.72127414,
7,1.666985947016527,0.6195345,
8,1.9116665130214419,0.6766012,
9,1.4172035016661286,0.57294685,
10,1.9078729196214859,0.684438,
11,1.659999731250911,0.6337561,
12,1.6582426132978494,0.63722396,
13,1.9021623625181137,0.6958854,
14,1.9002307455136687,0.6996654,
15,1.8982680517312693,0.7034595,
16,1.6510669778343532,0.65094817,
17,1.8942730619038066,0.7110436,
18,1.8922570433512607,0.7148004,
19,1.6454865181257805,0.6611593,
20,1.8881559838721325,0.72229916,
21,1.6416918306312027,0.66788363,
22,2.128241466853824,0.7881755,
23,1.8819077935138113,0.7333716,
24,1.3919968082436187,0.61862326,
25,1.633914703186847,0.681133,
26,1.8755240878771555,0.7442611,
27,2.1167818860836918,0.80807066,
28,1.871234453523156,0.75134814,
29,2.11205275461345,0.81593007,
30,1.623952563440253,0.69711894,
,,,0.021004409
