Epoch,Loss,Gradient,Gradient_Variance
1,1.7713255378299135,0.5596963,
2,1.7706925113860414,0.5615403,
3,1.7700554845179333,0.5633844,
4,1.7694157143519118,0.56522954,
5,1.768770658756526,0.5670741,
6,1.7681243372554023,0.5689209,
7,1.7674726902216586,0.57076746,
8,1.766817757009209,0.5726151,
9,1.766158388711774,0.57446337,
10,1.7654960074070483,0.5763132,
11,1.7648302984900621,0.5781643,
12,1.764159066139025,0.5800157,
13,1.763484427625065,0.58186865,
14,1.7628061911842627,0.5837233,
15,1.7621233474520006,0.5855788,
16,1.7614361765558082,0.58743584,
17,1.7607453783529365,0.5892947,
18,1.7600493897645515,0.5911542,
19,1.7593493026579345,0.59301573,
20,1.758644992949695,0.59487885,
21,1.757937008669751,0.596744,
22,1.7572240226802076,0.59861064,
23,1.756505980006903,0.60047853,
24,1.7557836234938893,0.6023483,
25,1.755056197955589,0.6042196,
26,1.7543250953437064,0.60609317,
27,1.7535891404596202,0.6079684,
28,1.7528468768316896,0.60984415,
29,1.7521013608784217,0.6117229,
30,1.75135066569333,0.613603,
,,,0.00025868777
