Epoch,Loss,Gradient,Gradient_Variance
1,1.606428363635193,0.811391,
2,1.6052867223527538,0.8126705,
3,1.6041423589931372,0.8139419,
4,1.6029967092557769,0.81520665,
5,1.6018491042774663,0.816464,
6,1.6006998486240933,0.81771463,
7,1.5995483436340558,0.81895757,
8,1.5983942767314216,0.82019275,
9,1.59723870388298,0.82142127,
10,1.5960817068111977,0.82264334,
11,1.594922266732078,0.8238576,
12,1.5937607922273564,0.82506496,
13,1.5925965890181706,0.82626444,
14,1.5914311132356376,0.82745755,
15,1.5902633830761161,0.8286435,
16,1.5890928049015909,0.8298215,
17,1.587921985230613,0.8309945,
18,1.586747725089874,0.832159,
19,1.5855714801667986,0.83331645,
20,1.5843928908910812,0.83446664,
21,1.5832123481566132,0.83561,
22,1.5820297368295682,0.8367464,
23,1.5808448363727503,0.83787555,
24,1.5796577821105195,0.83899754,
25,1.5784688711006474,0.8401129,
26,1.5772777625346792,0.8412211,
27,1.5760842018337033,0.8423218,
28,1.5748893139841809,0.84341645,
29,1.5736908738326054,0.84450245,
30,1.57249093916239,0.845582,
,,,0.00010418035
